,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket
651,652,1,2,19,1,18.0,0,1,6
652,653,0,3,30,0,21.0,0,0,4
653,654,1,3,29,1,,0,0,6
654,655,0,3,28,1,18.0,0,0,6
655,656,0,2,25,0,24.0,2,0,12
656,657,0,3,21,0,,0,0,6
657,658,0,3,29,1,32.0,1,1,6
658,659,0,2,28,0,23.0,0,0,5
659,660,0,1,26,0,58.0,0,2,5
660,661,1,1,29,0,50.0,2,0,8
661,662,0,3,17,0,40.0,0,0,4
662,663,0,1,26,0,47.0,0,0,4
663,664,0,3,16,0,36.0,0,0,6
664,665,1,3,27,0,20.0,1,0,17
665,666,0,2,18,0,32.0,2,0,12
666,667,0,2,27,0,25.0,0,0,6
667,668,0,3,26,0,,0,0,6
668,669,0,3,15,0,43.0,0,0,8
669,670,1,1,49,1,,1,0,5
670,671,1,2,61,1,40.0,1,1,5
671,672,0,1,22,0,31.0,1,0,10
672,673,0,2,27,0,70.0,0,0,10
673,674,1,2,21,0,31.0,0,0,6
674,675,0,2,26,0,,0,0,6
675,676,0,3,30,0,18.0,0,0,6
676,677,0,3,29,0,24.5,0,0,6
677,678,1,3,23,1,18.0,0,0,4
678,679,0,3,39,1,43.0,1,6,7
679,680,1,1,34,0,36.0,0,1,8
680,681,0,3,19,1,,0,0,6
681,682,1,1,18,0,27.0,0,0,8
682,683,0,3,27,0,20.0,0,0,4
683,684,0,3,27,0,14.0,5,2,7
684,685,0,2,33,0,60.0,1,1,5
685,686,0,2,38,0,25.0,1,2,13
686,687,0,3,24,0,14.0,4,1,7
687,688,0,3,17,0,19.0,0,0,6
688,689,0,3,31,0,18.0,0,0,6
689,690,1,1,33,1,15.0,0,1,5
690,691,1,1,23,0,31.0,1,0,5
691,692,1,3,18,1,4.0,0,1,6
692,693,1,3,12,0,,0,0,4
693,694,0,3,16,0,25.0,0,0,4
694,695,0,1,15,0,60.0,0,0,6
695,696,0,2,26,0,52.0,0,0,6
696,697,0,3,16,0,44.0,0,0,6
697,698,1,3,32,1,,0,0,5
698,699,0,1,24,0,49.0,1,1,5
699,700,0,3,40,0,42.0,0,0,6
700,701,1,1,49,1,18.0,1,0,8
701,702,1,1,32,0,35.0,0,0,8
702,703,0,3,21,1,18.0,0,1,4
703,704,0,3,21,0,25.0,0,0,5
704,705,0,3,23,0,26.0,1,0,6
705,706,0,2,46,0,39.0,0,0,6
706,707,1,2,29,1,45.0,0,0,6
707,708,1,1,33,0,42.0,0,0,8
708,709,1,1,20,1,22.0,0,0,6
709,710,1,3,49,0,,1,1,4
710,711,1,1,48,1,24.0,0,0,8
711,712,0,1,18,0,,0,0,6
712,713,1,1,24,0,48.0,1,0,5
713,714,0,3,26,0,29.0,0,0,4
714,715,0,2,21,0,52.0,0,0,6
715,716,0,3,42,0,19.0,0,0,6
716,717,1,1,29,1,38.0,0,0,8
717,718,1,2,35,1,27.0,0,0,5
718,719,0,3,19,0,,0,0,5
719,720,0,3,28,0,33.0,0,0,6
720,721,1,2,33,1,6.0,0,1,6
721,722,0,3,25,0,17.0,1,0,6
722,723,0,2,28,0,34.0,0,0,5
723,724,0,2,23,0,50.0,0,0,6
724,725,1,1,29,0,27.0,1,0,6
725,726,0,3,19,0,20.0,0,0,6
726,727,1,2,43,1,30.0,3,0,5
727,728,1,3,24,1,,0,0,5
728,729,0,2,31,0,25.0,1,0,6
729,730,0,3,29,1,25.0,1,0,16
730,731,1,1,29,1,29.0,0,0,5
731,732,0,3,24,0,11.0,0,0,4
732,733,0,2,20,0,,0,0,6
733,734,0,2,26,0,23.0,0,0,5
734,735,0,2,28,0,23.0,0,0,6
735,736,0,3,20,0,28.5,0,0,5
736,737,0,3,39,1,48.0,1,3,10
737,738,1,1,22,0,35.0,0,0,8
738,739,0,3,18,0,,0,0,6
739,740,0,3,18,0,,0,0,6
740,741,1,1,27,0,,0,0,5
741,742,0,1,29,0,36.0,1,0,5
742,743,1,1,37,1,21.0,2,2,8
743,744,0,3,17,0,24.0,1,0,6
744,745,1,3,18,0,31.0,0,0,17
745,746,0,1,28,0,70.0,1,1,9
746,747,0,3,27,0,16.0,1,1,9
747,748,1,2,21,1,30.0,0,0,6
748,749,0,1,25,0,19.0,1,0,6
749,750,0,3,23,0,31.0,0,0,6
750,751,1,2,17,1,4.0,1,1,5
751,752,1,3,19,0,6.0,0,1,6
752,753,0,3,32,0,33.0,0,0,6
753,754,0,3,18,0,23.0,0,0,6
754,755,1,2,32,1,48.0,1,2,6
755,756,1,2,25,0,0.67,1,1,6
756,757,0,3,28,0,28.0,0,0,6
757,758,0,2,24,0,18.0,0,0,5
758,759,0,3,28,0,34.0,0,0,6
759,760,1,1,56,1,33.0,0,0,6
760,761,0,3,18,0,,0,0,6
761,762,0,3,30,0,41.0,0,0,16
762,763,1,3,21,0,20.0,0,0,4
763,764,1,1,41,1,36.0,1,2,6
764,765,0,3,22,0,16.0,0,0,6
765,766,1,1,36,1,51.0,1,0,5
766,767,0,1,25,0,,0,0,6
767,768,0,3,18,1,30.5,0,0,6
768,769,0,3,19,0,,1,0,6
769,770,0,3,32,0,32.0,0,0,4
770,771,0,3,22,0,24.0,0,0,6
771,772,0,3,23,0,48.0,0,0,6
772,773,0,2,17,1,57.0,0,0,11
773,774,0,3,15,0,,0,0,4
774,775,1,2,37,1,54.0,1,3,5
775,776,0,3,39,0,18.0,0,0,6
776,777,0,3,16,0,,0,0,6
777,778,1,3,29,1,5.0,0,0,6
778,779,0,3,23,0,,0,0,5
779,780,1,1,53,1,43.0,0,1,5
780,781,1,3,20,1,13.0,0,0,4
781,782,1,1,41,1,17.0,1,0,5
782,783,0,1,22,0,29.0,0,0,6
783,784,0,3,22,0,,1,2,10
784,785,0,3,16,0,25.0,0,0,18
785,786,0,3,34,0,25.0,0,0,6
786,787,1,3,25,1,18.0,0,0,7
787,788,0,3,25,0,8.0,4,1,6
788,789,1,3,26,0,1.0,1,2,9
789,790,0,1,24,0,46.0,0,0,8
790,791,0,3,24,0,,0,0,5
791,792,0,2,19,0,16.0,0,0,6
792,793,0,3,23,1,,8,2,8
793,794,0,1,24,0,,0,0,8
794,795,0,3,21,0,25.0,0,0,6
795,796,0,2,18,0,39.0,0,0,5
796,797,1,1,27,1,49.0,0,0,5
797,798,1,3,16,1,31.0,0,0,6
798,799,0,3,28,0,30.0,0,0,4
799,800,0,3,52,1,30.0,1,1,6
800,801,0,2,20,0,34.0,0,0,6
801,802,1,2,43,1,31.0,1,1,10
802,803,1,1,35,0,11.0,1,2,6
803,804,1,3,31,0,0.42,0,1,4
804,805,1,3,23,0,27.0,0,0,6
805,806,0,3,25,0,31.0,0,0,6
806,807,0,1,22,0,39.0,0,0,6
807,808,0,3,31,1,18.0,0,0,6
808,809,0,2,17,0,39.0,0,0,6
809,810,1,1,46,1,33.0,1,0,6
810,811,0,3,22,0,26.0,0,0,4
811,812,0,3,17,0,39.0,0,0,9
812,813,0,2,25,0,35.0,0,0,5
813,814,0,3,34,1,6.0,4,2,6
814,815,0,3,26,0,30.5,0,0,6
815,816,0,1,16,0,,0,0,6
816,817,0,3,28,1,23.0,0,0,16
817,818,0,2,18,0,31.0,1,1,15
818,819,0,3,32,0,43.0,0,0,6
819,820,0,3,28,0,10.0,3,2,6
820,821,1,1,50,1,52.0,1,1,5
821,822,1,3,17,0,27.0,0,0,6
822,823,0,1,31,0,38.0,0,0,5
823,824,1,3,18,1,27.0,0,1,6
824,825,0,3,28,0,2.0,4,1,7
825,826,0,3,15,0,,0,0,6
826,827,0,3,12,0,,0,0,4
827,828,1,2,21,0,1.0,0,2,15
828,829,1,3,28,0,,0,0,6
829,830,1,1,41,1,62.0,0,0,6
830,831,1,3,39,1,15.0,1,0,4
831,832,1,2,31,0,0.83,1,1,5
832,833,0,3,14,0,,0,0,4
833,834,0,3,22,0,23.0,0,0,6
834,835,0,3,22,0,18.0,0,0,4
835,836,1,1,27,1,39.0,1,1,8
836,837,0,3,16,0,21.0,0,0,6
837,838,0,3,19,0,,0,0,6
838,839,1,3,15,0,32.0,0,0,4
839,840,1,1,20,0,,0,0,5
840,841,0,3,27,0,20.0,0,0,16
841,842,0,2,24,0,16.0,0,0,11
842,843,1,1,23,1,30.0,0,0,6
843,844,0,3,26,0,34.5,0,0,4
844,845,0,3,19,0,17.0,0,0,6
845,846,0,3,19,0,42.0,0,0,9
846,847,0,3,24,0,,8,2,8
847,848,0,3,18,0,35.0,0,0,6
848,849,0,2,17,0,28.0,0,1,6
849,850,1,1,44,1,,1,0,5
850,851,0,3,39,0,4.0,4,2,6
851,852,0,3,19,0,74.0,0,0,6
852,853,0,3,23,1,9.0,1,1,4
853,854,1,1,25,1,16.0,0,1,8
854,855,0,2,45,1,44.0,1,0,6
855,856,1,3,26,1,18.0,0,1,6
856,857,1,1,42,1,45.0,1,1,5
857,858,1,1,22,0,51.0,0,0,6
858,859,1,3,37,1,24.0,0,3,4
859,860,0,3,16,0,,0,0,4
860,861,0,3,23,0,41.0,2,0,6
861,862,0,2,27,0,21.0,1,0,5
862,863,1,1,51,1,48.0,0,0,5
863,864,0,3,33,1,,8,2,8
864,865,0,2,22,0,24.0,0,0,6
865,866,1,2,24,1,42.0,0,0,6
866,867,1,2,28,1,27.0,1,0,13
867,868,0,1,36,0,31.0,0,0,8
868,869,0,3,27,0,,0,0,6
869,870,1,3,31,0,4.0,1,1,6
870,871,0,3,17,0,26.0,0,0,6
871,872,1,1,48,1,47.0,1,1,5
872,873,0,1,24,0,33.0,0,0,3
873,874,0,3,27,0,47.0,0,0,6
874,875,1,2,37,1,28.0,1,0,9
875,876,1,3,32,1,15.0,0,0,4
876,877,0,3,29,0,20.0,0,0,4
877,878,0,3,20,0,19.0,0,0,6
878,879,0,3,18,0,,0,0,6
879,880,1,1,45,1,56.0,0,1,5
880,881,1,2,44,1,25.0,0,1,6
881,882,0,3,18,0,33.0,0,0,6
882,883,0,3,28,1,22.0,0,0,4
883,884,0,2,29,0,28.0,0,0,16
884,885,0,3,22,0,25.0,0,0,15
885,886,0,3,36,1,39.0,0,5,6
886,887,0,2,21,0,27.0,0,0,6
887,888,1,1,28,1,19.0,0,0,6
888,889,0,3,40,1,,1,2,10
889,890,1,1,21,0,26.0,0,0,6
890,891,0,3,19,0,32.0,0,0,6
